06-03-22;16:08:05;V;;; 20.69;994.55;46.576172; 80;82;
06-03-22;16:08:15;V;;; 20.66;994.55;46.332031; 80;82;
06-03-22;16:08:25;V;;; 20.63;994.56;47.108398; 81;83;
06-03-22;16:08:35;V;;; 20.60;994.58;46.359375; 80;82;
06-03-22;16:08:45;V;;; 20.55;994.50;46.801758; 82;84;
06-03-22;16:08:55;V;;; 20.52;994.50;47.566406; 83;85;
06-03-22;16:09:05;V;;; 20.51;994.54;46.833008; 81;83;
06-03-22;16:09:15;V;;; 20.48;994.57;46.083984; 77;79;
06-03-22;16:09:25;V;;; 20.47;994.53;46.530273; 78;80;
06-03-22;16:09:35;V;;; 20.45;994.55;46.676758; 80;82;
06-03-22;16:09:45;V;;; 20.44;994.56;46.721680; 79;81;
06-03-22;16:09:55;V;;; 20.42;994.58;46.995117; 79;81;
06-03-22;16:10:05;V;;; 20.39;994.55;46.120117; 79;81;
06-03-22;16:10:15;V;;; 20.38;994.59;46.750000; 79;81;
06-03-22;16:10:25;V;;; 20.37;994.60;46.690430; 76;78;
06-03-22;16:10:35;V;;; 20.34;994.58;46.676758; 78;80;
06-03-22;16:10:45;V;;; 20.32;994.61;46.548828; 76;78;
06-03-22;16:10:55;V;;; 20.31;994.58;46.467773; 76;78;
06-03-22;16:11:05;V;;; 20.30;994.58;47.120117; 76;78;
06-03-22;16:11:13;V;;; 20.29;994.60;46.166992; 74;76;
06-03-22;16:11:23;V;;; 20.28;994.60;46.832031; 73;75;
06-03-22;16:11:33;V;;; 20.25;994.60;46.472656; 72;74;
06-03-22;16:11:43;V;;; 20.25;994.70;46.014648; 71;73;
06-03-22;16:11:53;V;;; 20.24;994.68;47.330078; 74;76;
06-03-22;16:12:03;V;;; 20.21;994.61;46.984375; 73;75;
06-03-22;16:12:13;V;;; 20.20;994.62;46.089844; 71;73;
06-03-22;16:12:23;V;;; 20.19;994.60;46.913086; 72;74;
06-03-22;16:12:33;V;;; 20.18;994.60;46.706055; 72;74;
06-03-22;16:12:43;V;;; 20.16;994.61;47.230469; 75;77;
06-03-22;16:12:53;V;;; 20.16;994.63;47.012695; 75;77;
06-03-22;16:13:03;V;;; 20.15;994.58;46.713867; 75;77;
06-03-22;16:13:13;V;;; 20.14;994.57;47.125977; 75;77;
06-03-22;16:13:23;V;;; 20.13;994.55;46.676758; 76;78;
06-03-22;16:13:33;V;;; 20.13;994.60;46.688477; 76;78;
06-03-22;16:13:43;V;;; 20.11;994.63;47.214844; 74;76;
06-03-22;16:13:53;V;;; 20.10;994.62;47.167969; 71;73;
06-03-22;16:14:03;V;;; 20.10;994.61;46.765625; 74;76;
06-03-22;16:14:13;V;;; 20.10;994.59;46.502930; 74;76;
06-03-22;16:14:23;V;;; 20.8;994.61;46.959961; 73;75;
06-03-22;16:14:33;V;;; 20.8;994.64;46.604492; 70;72;
06-03-22;16:14:43;V;;; 20.7;994.59;46.740234; 72;74;
06-03-22;16:14:53;V;;; 20.7;994.61;46.328125; 74;76;
06-03-22;16:15:03;V;;; 20.7;994.59;46.866211; 76;78;
06-03-22;16:15:13;V;;; 20.8;994.60;46.935547; 73;75;
06-03-22;16:15:23;V;;; 20.7;994.56;46.430664; 71;73;
06-03-22;16:15:33;V;;; 20.8;994.69;46.844727; 74;76;
06-03-22;16:15:43;V;;; 20.8;994.63;47.107422; 74;76;
06-03-22;16:15:53;V;;; 20.8;994.63;46.409180; 70;72;
06-03-22;16:16:03;V;;; 20.7;994.59;46.866211; 73;75;
06-03-22;16:16:13;V;;; 20.7;994.61;47.014648; 73;75;
06-03-22;16:16:23;V;;; 20.7;994.61;47.060547; 74;76;
06-03-22;16:16:33;V;;; 20.5;994.58;46.337891; 73;75;
06-03-22;16:16:43;V;;; 20.4;994.63;47.023438; 73;75;
06-03-22;16:16:53;V;;; 20.4;994.56;46.976562; 72;74;
06-03-22;16:17:03;V;;; 20.4;994.56;47.000000; 70;72;
06-03-22;16:17:13;V;;; 20.4;994.57;47.000977; 71;73;
06-03-22;16:17:23;V;;; 20.4;994.54;46.266602; 72;74;
06-03-22;16:17:33;V;;; 20.4;994.57;46.691406; 69;71;
06-03-22;16:17:43;V;;; 20.4;994.57;46.405273; 70;72;
06-03-22;16:17:53;V;;; 20.4;994.62;47.091797; 72;74;
06-03-22;16:18:03;V;;; 20.3;994.60;46.255859; 69;71;
06-03-22;16:18:13;V;;; 20.2;994.59;46.609375; 71;73;
06-03-22;16:18:23;V;;; 20.3;994.60;46.908203; 71;73;
06-03-22;16:18:33;V;;; 20.2;994.65;46.838867; 68;70;
06-03-22;16:18:43;V;;; 20.3;994.57;46.667969; 72;74;
06-03-22;16:18:53;V;;; 20.2;994.62;46.689453; 72;74;
06-03-22;16:19:03;V;;; 20.2;994.57;46.621094; 71;73;
06-03-22;16:19:13;V;;; 20.2;994.59;46.151367; 72;74;
